date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
19:12:18	2796/2796	---M-Z	200	added ('OK')	application/javascript	etag:%22aec-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/jquery.scrollTo.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/jquery.scrollTo.min33a6.js	(from https://www.dreamgains.com/)
19:12:19	13808/13808	---M-Z	200	added ('OK')	application/javascript	etag:%2235f0-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/datepicker.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/datepicker33a6.js	(from https://www.dreamgains.com/)
19:12:19	34440/34440	---M-Z	200	added ('OK')	application/javascript	etag:%228688-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/moment.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/moment.min33a6.js	(from https://www.dreamgains.com/)
19:12:19	143590/143590	---M-Z	200	added ('OK')	application/javascript	etag:%22230e6-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/chart.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/chart.min33a6.js	(from https://www.dreamgains.com/)
19:12:19	16409/16409	---M-Z	200	added ('OK')	application/javascript	etag:%224019-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/underscore.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/underscore.min33a6.js	(from https://www.dreamgains.com/)
19:12:20	3150/3150	---M-Z	200	added ('OK')	application/javascript	etag:%22c4e-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/accounting.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/accounting.min33a6.js	(from https://www.dreamgains.com/)
19:12:20	8365/8365	---M-Z	200	added ('OK')	application/javascript	etag:%2220ad-56582d28408b1-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/js/custom.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/js/custom33a6.js	(from https://www.dreamgains.com/)
19:12:20	4953/4953	---M-Z	200	added ('OK')	text/css	etag:%221359-56582d2832def-gzip%22	https://www.dreamgains.com/wp-content/themes/dreamgains/css/datepicker.css?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/css/datepicker33a6.css	(from https://www.dreamgains.com/)
19:12:20	848/848	---M-Z	200	added ('OK')	text/xml	date:Mon,%2019%20Aug%202019%2013:42:19%20GMT	https://www.dreamgains.com/xmlrpc.php?rsd	C:/My%20Web%20Sites/vfd/www.dreamgains.com/xmlrpc0db0.php	(from https://www.dreamgains.com/)
19:12:21	1045/1045	---M-Z	200	added ('OK')	application/xml	etag:%22415-56582d28f2485-gzip%22	https://www.dreamgains.com/wp-includes/wlwmanifest.xml	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-includes/wlwmanifest.xml	(from https://www.dreamgains.com/)
19:12:21	2194/2194	---M--	200	added ('OK')	application/json	date:Mon,%2019%20Aug%202019%2013:42:20%20GMT	https://www.dreamgains.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dreamgains.com%2F	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-json/oembed/1.0/embeda970.json	(from https://www.dreamgains.com/)
19:12:21	55723/55723	---MC-	200	added ('OK')	application/json	date:Mon,%2019%20Aug%202019%2013:42:20%20GMT	https://www.dreamgains.com/wp-json/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-json/index.html	(from https://www.dreamgains.com/)
19:12:21	2293/2293	---M-Z	200	added ('OK')	text/xml	date:Mon,%2019%20Aug%202019%2013:42:20%20GMT	https://www.dreamgains.com/wp-json/oembed/1.0/embed?url=https%3A%2F%2Fwww.dreamgains.com%2F&format=xml	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-json/oembed/1.0/embed978d	(from https://www.dreamgains.com/)
19:12:23	23739/23739	---M-Z	200	added ('OK')	text/css	etag:%221544639719%22	http://maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	C:/My%20Web%20Sites/vfd/maxcdn.bootstrapcdn.com/font-awesome/4.3.0/css/font-awesome.min.css	(from https://www.dreamgains.com/)
19:12:23	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Aug%202019%2013:42:22%20GMT	https://www.dreamgains.com/free-trial	C:/My%20Web%20Sites/vfd/www.dreamgains.com/free-trial	(from https://www.dreamgains.com/)
19:12:23	5210/5210	---M--	200	added ('OK')	image/png	etag:%22145a-56582d2833d8f%22	https://www.dreamgains.com/wp-content/themes/dreamgains/images/dg-logo.png	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/images/dg-logo.png	(from https://www.dreamgains.com/)
19:12:23	25276/25276	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:22%20GMT	https://www.dreamgains.com/free-trial/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/free-trial/index.html	(from https://www.dreamgains.com/)
19:12:24	289106/289106	---M--	200	added ('OK')	image/jpeg	etag:%2246952-56582d284e372%22	https://www.dreamgains.com/wp-content/uploads/2015/05/mother_daughter.jpg	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/uploads/2015/05/mother_daughter.jpg	(from https://www.dreamgains.com/)
19:12:24	25119/25119	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:22%20GMT	https://www.dreamgains.com/about/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/about/index.html	(from https://www.dreamgains.com/)
19:12:24	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Aug%202019%2013:42:23%20GMT	https://www.dreamgains.com/payment	C:/My%20Web%20Sites/vfd/www.dreamgains.com/payment.26.delayed	(from https://www.dreamgains.com/)
19:12:24	34065/34065	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:23%20GMT	https://www.dreamgains.com/services/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/index.html	(from https://www.dreamgains.com/)
19:12:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Aug%202019%2013:42:23%20GMT	https://www.dreamgains.com/regulatory-compliance	C:/My%20Web%20Sites/vfd/www.dreamgains.com/regulatory-compliance	(from https://www.dreamgains.com/)
19:12:25	47455/47455	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:23%20GMT	https://www.dreamgains.com/pricing/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/pricing/index.html	(from https://www.dreamgains.com/)
19:12:25	21990/21990	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:24%20GMT	https://www.dreamgains.com/contact/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/contact/index.html	(from https://www.dreamgains.com/)
19:12:25	28063/28063	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:24%20GMT	https://www.dreamgains.com/blog/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/blog/index.html	(from https://www.dreamgains.com/)
19:12:25	0/0	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Aug%202019%2013:42:24%20GMT	https://www.dreamgains.com/services	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services	(from https://www.dreamgains.com/)
19:12:26	22597/22597	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:24%20GMT	https://www.dreamgains.com/payment/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/payment/index.html	(from https://www.dreamgains.com/)
19:12:26	357/357	---M--	301	error ('Moved%20Permanently')	text/html	date:Mon,%2019%20Aug%202019%2013:42:24%20GMT	http://www.dreamgains.com/wp-content/uploads/2015/11/outlook.jpg	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/uploads/2015/11/outlook.29.delayed	(from https://www.dreamgains.com/)
19:12:26	64220/64220	---M--	200	added ('OK')	image/jpeg	etag:%22fadc-56582d28d20e1%22	https://www.dreamgains.com/wp-content/uploads/2015/11/outlook.jpg	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/uploads/2015/11/outlook.jpg	(from https://www.dreamgains.com/)
19:12:26	22640/22640	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:25%20GMT	https://www.dreamgains.com/regulatory-compliance/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/regulatory-compliance/index.html	(from https://www.dreamgains.com/)
19:12:26	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:25%20GMT	https://www.dreamgains.com/wp-content/uploads/2015/05/SEBI.jpg	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/uploads/2015/05/SEBI.2b.delayed	(from https://www.dreamgains.com/)
19:12:27	25801/25801	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:25%20GMT	https://www.dreamgains.com/services/stock-cash-exclusive/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/stock-cash-exclusive/index.html	(from https://www.dreamgains.com/)
19:12:27	1636/1636	---M-Z	200	added ('OK')	application/javascript	etag:%22664-56582d27dee26-gzip%22	https://www.dreamgains.com/wp-content/plugins/bj-lazy-load/js/bj-lazy-load.min.js?ver=2	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/plugins/bj-lazy-load/js/bj-lazy-load.min77ae.js	(from https://www.dreamgains.com/)
19:12:27	25182/25182	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:26%20GMT	https://www.dreamgains.com/services/hni-consult/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/hni-consult/index.html	(from https://www.dreamgains.com/)
19:12:27	1398/1398	---M-Z	200	added ('OK')	application/javascript	etag:%22576-56582d28ec6c4-gzip%22	https://www.dreamgains.com/wp-includes/js/wp-embed.min.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-includes/js/wp-embed.min33a6.js	(from https://www.dreamgains.com/)
19:12:28	879/879	---M-Z	200	added ('OK')	application/javascript	etag:%2236f-56582d27e1d06-gzip%22	https://www.dreamgains.com/wp-content/plugins/disqus-comment-system/media/js/count.js?ver=4.9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/plugins/disqus-comment-system/media/js/count33a6.js	(from https://www.dreamgains.com/)
19:12:29	31018/31018	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:27%20GMT	https://www.dreamgains.com/services/bullion-commodities/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/bullion-commodities/index.html	(from https://www.dreamgains.com/)
19:12:29	20269/20269	---M-Z	200	added ('OK')	text/javascript	date:Mon,%2019%20Aug%202019%2013:42:27%20GMT	http://use.typekit.net/oug4vwp.js	C:/My%20Web%20Sites/vfd/use.typekit.net/oug4vwp.js	(from https://www.dreamgains.com/)
19:12:29	33656/33656	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:27%20GMT	https://www.dreamgains.com/services/stock-cash/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/stock-cash/index.html	(from https://www.dreamgains.com/)
19:12:29	27967/27967	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:27%20GMT	https://www.dreamgains.com/morning-outlook/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/morning-outlook/index.html	(from https://www.dreamgains.com/)
19:12:30	26639/26639	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:28%20GMT	https://www.dreamgains.com/nse-today/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/nse-today/index.html	(from https://www.dreamgains.com/)
19:12:31	45019/45019	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:28%20GMT	https://www.dreamgains.com/services/stock-futures/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/services/stock-futures/index.html	(from https://www.dreamgains.com/)
19:12:31	26670/26670	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:28%20GMT	https://www.dreamgains.com/stock-of-the-week/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/stock-of-the-week/index.html	(from https://www.dreamgains.com/)
19:12:32	27240/27240	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:29%20GMT	https://www.dreamgains.com/libor-london-inter-bank-offered-rate/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/libor-london-inter-bank-offered-rate/index.html	(from https://www.dreamgains.com/)
19:12:33	25810/25810	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:30%20GMT	https://www.dreamgains.com/career/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/career/index.html	(from https://www.dreamgains.com/)
19:12:33	24637/24637	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:30%20GMT	https://www.dreamgains.com/terms-conditions/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/terms-conditions/index.html	(from https://www.dreamgains.com/)
19:12:34	27834/27834	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:31%20GMT	https://www.dreamgains.com/cancellation-refund-policy/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/cancellation-refund-policy/index.html	(from https://www.dreamgains.com/)
19:12:35	23997/23997	---M-Z	200	added ('OK')	text/html	date:Mon,%2019%20Aug%202019%2013:42:32%20GMT	https://www.dreamgains.com/privacy-policy/	C:/My%20Web%20Sites/vfd/www.dreamgains.com/privacy-policy/index.html	(from https://www.dreamgains.com/)
19:12:35	44343/44343	---MC-	200	added ('OK')	text/javascript	date:Mon,%2029%20Jul%202019%2021:35:27%20GMT	http://www.google-analytics.com/analytics.js	C:/My%20Web%20Sites/vfd/www.google-analytics.com/analytics.js	(from https://www.dreamgains.com/)
19:12:35	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:32%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.eot	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.eot	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:35	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:34%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.eot?	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regulard41d.eot	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:36	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:34%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.woff2	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.woff2	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:36	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:34%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.woff	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.woff	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:36	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:35%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.ttf	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.ttf	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:37	18610/18610	---MC-	404	error ('Not%20Found')	text/html	date:Mon,%2019%20Aug%202019%2013:42:35%20GMT	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.svg	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/glyphicons-halflings-regular.svg	(from https://www.dreamgains.com/wp-content/themes/dreamgains/css/bootstrap.min.css?ver=4.9)
19:12:37	5016/5016	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221398-56582d2832def%22	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoon.eot?gr4wd9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoonb182.eot	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:37	5016/5016	---M--	200	added ('OK')	application/vnd.ms-fontobject	etag:%221398-56582d2832def%22	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoon.eot?	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoond41d.eot	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:37	4928/4928	---M--	200	added ('OK')	application/font-woff	etag:%221340-56582d2832def%22	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoon.woff?gr4wd9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoonb182.woff	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:38	4852/4852	---M--	200	added ('OK')	application/font-sfnt	etag:%2212f4-56582d2832def%22	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoon.ttf?gr4wd9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoonb182.ttf	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:38	15900/15900	---M--	200	added ('OK')	image/svg+xml	etag:%223e1c-56582d2832def%22	https://www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoon.svg?gr4wd9	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/fonts/icomoonb182.svg	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:38	3374/3374	---M--	200	added ('OK')	image/png	etag:%22d2e-56582d28408b1%22	https://www.dreamgains.com/wp-content/themes/dreamgains/images/small_icons.png	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/images/small_icons.png	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:38	10576/10576	---M--	200	added ('OK')	image/png	etag:%222950-56582d28408b1%22	https://www.dreamgains.com/wp-content/themes/dreamgains/images/icons.png	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/images/icons.png	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
19:12:38	1161/1161	---M--	200	added ('OK')	image/png	etag:%22489-56582d28408b1%22	https://www.dreamgains.com/wp-content/themes/dreamgains/images/orange_tick.png	C:/My%20Web%20Sites/vfd/www.dreamgains.com/wp-content/themes/dreamgains/images/orange_tick.png	(from https://www.dreamgains.com/wp-content/themes/dreamgains/style.css?ver=4.9)
